method,optimization,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,notes,gpu
shared_tile,shared_memory_tiling,4096,3,3,64,3,1,1366,1366,3,6,10.216320,0.017383,10.203040,631.219853,0.000000,0.000000,0.000000,0.000000,573.932605,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,4096,3,3,64,3,1,1366,1366,3,6,5.086091,0.028863,5.044928,1267.917598,0.000000,0.000000,0.000000,0.000000,573.932605,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,4096,3,3,64,3,1,1366,1366,3,6,2.284768,0.002513,2.281280,2822.494003,0.000000,0.000000,0.000000,0.000000,573.932605,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,4096,3,3,64,3,1,1366,1366,3,6,1.310229,0.001021,1.309376,4921.843629,0.000000,0.000000,0.000000,0.000000,573.932605,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,4096,3,3,64,3,1,1366,1366,3,6,0.851019,0.007784,0.836032,7577.676330,192.187546,0.365285,0.476789,0.000193,573.781222,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,256,3,3,128,1,1,256,256,6,60,0.071318,0.001037,0.070304,6351.584274,0.000000,0.000000,0.000000,0.000000,-260.476316,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,256,3,3,128,1,1,256,256,6,60,0.087095,0.000445,0.085216,5201.046846,0.000000,0.000000,0.000000,0.000000,-260.476316,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,256,3,3,128,1,1,256,256,6,60,0.050459,0.000710,0.049408,8977.249587,0.000000,0.000000,0.000000,0.000000,-260.476316,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,256,3,3,128,1,1,256,256,6,60,0.038317,0.000863,0.037440,11821.930156,0.000000,0.000000,0.000000,0.000000,-260.476316,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,256,3,3,128,1,1,256,256,6,60,0.081350,0.000648,0.080800,5568.353777,0.000000,0.000000,0.000000,0.000000,-260.476316,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,256,3,3,128,1,1,256,256,6,60,0.037251,0.001210,0.035712,12160.274901,6.750000,0.007800,0.021615,0.000167,-260.471811,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,256,3,3,128,2,1,128,128,6,60,0.021880,0.000724,0.020640,5175.786496,0.000000,0.000000,0.000000,0.000000,-177.514266,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,256,3,3,128,2,1,128,128,6,60,0.045533,0.000897,0.044192,2487.134711,0.000000,0.000000,0.000000,0.000000,-177.514266,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,256,3,3,128,2,1,128,128,6,60,0.019958,0.000702,0.019264,5674.264216,0.000000,0.000000,0.000000,0.000000,-177.514266,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,256,3,3,128,2,1,128,128,6,60,0.013625,0.000596,0.012288,8311.607617,0.000000,0.000000,0.000000,0.000000,-177.514266,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,256,3,3,128,2,1,128,128,6,60,0.023445,0.000445,0.022656,4830.333736,0.000000,0.000000,0.000000,0.000000,-177.514266,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,256,3,3,128,2,1,128,128,6,60,0.020721,0.001091,0.019840,5465.269280,1.687500,0.004227,0.008711,0.000151,-177.494757,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,256,3,3,128,3,1,86,86,6,60,0.017172,0.000600,0.015712,2977.052510,0.000000,0.000000,0.000000,0.000000,215.462470,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,256,3,3,128,3,1,86,86,6,60,0.058933,0.000691,0.058336,867.440368,0.000000,0.000000,0.000000,0.000000,215.462470,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,256,3,3,128,3,1,86,86,6,60,0.017725,0.000509,0.016832,2884.159608,0.000000,0.000000,0.000000,0.000000,215.462470,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,256,3,3,128,3,1,86,86,6,60,0.009175,0.000571,0.008128,5571.504319,0.000000,0.000000,0.000000,0.000000,215.462470,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,256,3,3,128,3,1,86,86,6,60,0.013247,0.000378,0.012416,3858.937948,0.000000,0.000000,0.000000,0.000000,215.462470,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,256,3,3,128,3,1,86,86,6,60,0.018126,0.000492,0.017056,2820.342538,0.761765,0.003723,0.006673,0.000181,215.427536,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,512,3,3,128,1,1,512,512,6,45,0.296663,0.001408,0.295584,6107.741159,0.000000,0.000000,0.000000,0.000000,54.965486,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,512,3,3,128,1,1,512,512,6,45,0.350617,0.000854,0.348992,5167.860929,0.000000,0.000000,0.000000,0.000000,54.965486,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,512,3,3,128,1,1,512,512,6,45,0.217700,0.000785,0.215904,8323.091851,0.000000,0.000000,0.000000,0.000000,54.965486,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,512,3,3,128,1,1,512,512,6,45,0.153333,0.001081,0.152192,11817.050169,0.000000,0.000000,0.000000,0.000000,54.965486,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,512,3,3,128,1,1,512,512,6,45,0.328563,0.000494,0.326720,5514.736061,0.000000,0.000000,0.000000,0.000000,54.965486,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,512,3,3,128,1,1,512,512,6,45,0.125559,0.001363,0.122592,14431.007409,27.000000,0.022300,0.094717,0.000165,54.834426,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,512,3,3,128,2,1,256,256,6,45,0.089778,0.001226,0.088224,5045.623074,0.000000,0.000000,0.000000,0.000000,-81.389154,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,512,3,3,128,2,1,256,256,6,45,0.171292,0.000520,0.170432,2644.522425,0.000000,0.000000,0.000000,0.000000,-81.389154,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,512,3,3,128,2,1,256,256,6,45,0.075639,0.001013,0.074112,5988.736480,0.000000,0.000000,0.000000,0.000000,-81.389154,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,512,3,3,128,2,1,256,256,6,45,0.039263,0.000897,0.037888,11537.317700,0.000000,0.000000,0.000000,0.000000,-81.389154,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,512,3,3,128,2,1,256,256,6,45,0.081761,0.000944,0.080736,5540.324814,0.000000,0.000000,0.000000,0.000000,-81.389154,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,512,3,3,128,2,1,256,256,6,45,0.037621,0.001184,0.035136,12040.865007,6.750000,0.007696,0.021966,0.000158,-81.597275,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,512,3,3,128,3,1,171,171,6,45,0.057295,0.001169,0.056192,3527.603227,0.000000,0.000000,0.000000,0.000000,19.105705,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,512,3,3,128,3,1,171,171,6,45,0.193720,0.000406,0.192928,1043.328551,0.000000,0.000000,0.000000,0.000000,19.105705,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,512,3,3,128,3,1,171,171,6,45,0.063767,0.001135,0.061600,3169.544013,0.000000,0.000000,0.000000,0.000000,19.105705,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,512,3,3,128,3,1,171,171,6,45,0.021572,0.000453,0.020672,9369.149535,0.000000,0.000000,0.000000,0.000000,19.105705,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,512,3,3,128,3,1,171,171,6,45,0.038495,0.000884,0.037728,5250.448355,0.000000,0.000000,0.000000,0.000000,19.105705,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,512,3,3,128,3,1,171,171,6,45,0.026748,0.000926,0.025728,7556.095179,3.011730,0.005834,0.012884,0.000168,19.130334,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,1024,3,3,128,1,1,1024,1024,6,30,0.991783,0.003012,0.988000,7307.802117,0.000000,0.000000,0.000000,0.000000,-2157.896636,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,1024,3,3,128,1,1,1024,1024,6,30,1.415599,0.003050,1.411936,5119.922813,0.000000,0.000000,0.000000,0.000000,-2157.896636,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,1024,3,3,128,1,1,1024,1024,6,30,0.863036,0.023937,0.830336,8397.980550,0.000000,0.000000,0.000000,0.000000,-2157.896636,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,1024,3,3,128,1,1,1024,1024,6,30,0.655132,0.002153,0.645856,11063.053274,0.000000,0.000000,0.000000,0.000000,-2157.896636,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,1024,3,3,128,1,1,1024,1024,6,30,1.355728,0.029641,1.323744,5346.026135,0.000000,0.000000,0.000000,0.000000,-2157.896636,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,1024,3,3,128,1,1,1024,1024,6,30,0.538576,0.002316,0.534848,13457.260120,108.000000,0.077296,0.452893,0.000103,-2157.896844,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,1024,3,3,128,2,1,512,512,6,30,0.368975,0.001060,0.366720,4910.738240,0.000000,0.000000,0.000000,0.000000,-399.806159,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,1024,3,3,128,2,1,512,512,6,30,0.692886,0.001523,0.690944,2615.059708,0.000000,0.000000,0.000000,0.000000,-399.806159,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,1024,3,3,128,2,1,512,512,6,30,0.388164,0.001943,0.383936,4667.970450,0.000000,0.000000,0.000000,0.000000,-399.806159,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,1024,3,3,128,2,1,512,512,6,30,0.155921,0.000876,0.154400,11620.875425,0.000000,0.000000,0.000000,0.000000,-399.806159,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,1024,3,3,128,2,1,512,512,6,30,0.325191,0.000837,0.324448,5571.915354,0.000000,0.000000,0.000000,0.000000,-399.806159,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,1024,3,3,128,2,1,512,512,6,30,0.134811,0.001332,0.132416,13440.622802,27.000000,0.025909,0.100400,0.000182,-399.712575,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,1024,3,3,128,3,1,342,342,6,30,0.228745,0.001147,0.226272,3534.314701,0.000000,0.000000,0.000000,0.000000,80.885033,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,1024,3,3,128,3,1,342,342,6,30,0.754822,0.000520,0.752736,1071.053497,0.000000,0.000000,0.000000,0.000000,80.885033,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,1024,3,3,128,3,1,342,342,6,30,0.269118,0.001779,0.265248,3004.093296,0.000000,0.000000,0.000000,0.000000,80.885033,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,1024,3,3,128,3,1,342,342,6,30,0.075731,0.001126,0.074592,10675.324837,0.000000,0.000000,0.000000,0.000000,80.885033,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,1024,3,3,128,3,1,342,342,6,30,0.148406,0.000624,0.146528,5447.576122,0.000000,0.000000,0.000000,0.000000,80.885033,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,1024,3,3,128,3,1,342,342,6,30,0.054869,0.000777,0.054400,14734.189849,12.046921,0.011767,0.035076,0.000189,80.943690,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,2048,3,3,128,1,1,2048,2048,4,14,3.899767,0.027411,3.864064,7434.041690,0.000000,0.000000,0.000000,0.000000,208.501678,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,2048,3,3,128,1,1,2048,2048,4,14,5.955058,0.095668,5.730528,4868.303204,0.000000,0.000000,0.000000,0.000000,208.501678,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,2048,3,3,128,1,1,2048,2048,4,14,3.349689,0.026299,3.317440,8654.841647,0.000000,0.000000,0.000000,0.000000,208.501678,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,2048,3,3,128,1,1,2048,2048,4,14,2.468594,0.026473,2.446240,11743.942413,0.000000,0.000000,0.000000,0.000000,208.501678,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,2048,3,3,128,1,1,2048,2048,4,14,5.469145,0.056418,5.405376,5300.833748,0.000000,0.000000,0.000000,0.000000,208.501678,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,2048,3,3,128,1,1,2048,2048,4,14,2.440846,0.004355,2.433568,11877.452605,432.000000,0.558654,1.873454,0.000105,208.507656,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,2048,3,3,128,2,1,1024,1024,4,14,1.050251,0.000840,1.049280,6900.973505,0.000000,0.000000,0.000000,0.000000,-573.210421,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,2048,3,3,128,2,1,1024,1024,4,14,2.799689,0.007809,2.787104,2588.772180,0.000000,0.000000,0.000000,0.000000,-573.210421,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,2048,3,3,128,2,1,1024,1024,4,14,1.526631,0.011715,1.508320,4747.550659,0.000000,0.000000,0.000000,0.000000,-573.210421,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,2048,3,3,128,2,1,1024,1024,4,14,0.651566,0.000929,0.649984,11123.601371,0.000000,0.000000,0.000000,0.000000,-573.210421,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,2048,3,3,128,2,1,1024,1024,4,14,1.351287,0.003264,1.342656,5363.596405,0.000000,0.000000,0.000000,0.000000,-573.210421,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,2048,3,3,128,2,1,1024,1024,4,14,0.562103,0.001696,0.559552,12894.005336,108.000000,0.098633,0.455131,0.000124,-573.213344,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,2048,3,3,128,3,1,683,683,4,14,0.908866,0.001680,0.906240,3547.685762,0.000000,0.000000,0.000000,0.000000,338.879951,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,2048,3,3,128,3,1,683,683,4,14,2.913456,0.001229,2.911488,1106.717223,0.000000,0.000000,0.000000,0.000000,338.879951,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,2048,3,3,128,3,1,683,683,4,14,1.109070,0.003881,1.101248,2907.276187,0.000000,0.000000,0.000000,0.000000,338.879951,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,2048,3,3,128,3,1,683,683,4,14,0.299518,0.004363,0.295456,10765.212912,0.000000,0.000000,0.000000,0.000000,338.879951,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,2048,3,3,128,3,1,683,683,4,14,0.596514,0.000961,0.594816,5405.355795,0.000000,0.000000,0.000000,0.000000,338.879951,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,2048,3,3,128,3,1,683,683,4,14,0.269056,0.001659,0.265792,11984.017849,48.046886,0.063211,0.197433,0.000184,339.171547,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,4096,3,3,128,2,1,2048,2048,3,6,4.113995,0.005240,4.109632,7046.929206,0.000000,0.000000,0.000000,0.000000,-1993.240692,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,4096,3,3,128,2,1,2048,2048,3,6,17.220971,0.060462,17.111233,1683.472413,0.000000,0.000000,0.000000,0.000000,-1993.240692,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,4096,3,3,128,2,1,2048,2048,3,6,6.635195,0.058675,6.569696,4369.280867,0.000000,0.000000,0.000000,0.000000,-1993.240692,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,4096,3,3,128,2,1,2048,2048,3,6,2.570560,0.008161,2.562752,11278.098737,0.000000,0.000000,0.000000,0.000000,-1993.240692,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,4096,3,3,128,2,1,2048,2048,3,6,5.700587,0.008546,5.685728,5085.622076,0.000000,0.000000,0.000000,0.000000,-1993.240692,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,4096,3,3,128,2,1,2048,2048,3,6,2.689109,0.003853,2.681280,10780.903913,432.000000,0.804709,1.875451,0.000144,-1993.242446,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
direct_baseline,baseline,4096,3,3,128,3,1,1366,1366,3,6,3.784784,0.082046,3.667712,3407.720989,0.000000,0.000000,0.000000,0.000000,-277.115336,one thread per output,NVIDIA GeForce RTX 5090
shared_tile,shared_memory_tiling,4096,3,3,128,3,1,1366,1366,3,6,20.422218,0.003668,20.417503,631.541964,0.000000,0.000000,0.000000,0.000000,-277.115336,"16x16 output tile, shared input tile",NVIDIA GeForce RTX 5090
register_block2,register_blocking,4096,3,3,128,3,1,1366,1366,3,6,7.031861,0.078022,6.916992,1834.149944,0.000000,0.000000,0.000000,0.000000,-277.115336,one thread computes two neighboring outputs,NVIDIA GeForce RTX 5090
cross_channel4,cross_output_channel_reuse,4096,3,3,128,3,1,1366,1366,3,6,2.864725,0.002549,2.859936,4502.172624,0.000000,0.000000,0.000000,0.000000,-277.115336,one thread reuses input patch for four filters,NVIDIA GeForce RTX 5090
implicit_im2col,implicit_im2col,4096,3,3,128,3,1,1366,1366,3,6,2.626741,0.001378,2.624384,4910.071550,0.000000,0.000000,0.000000,0.000000,-277.115336,GEMM-like block layout without materialized columns,NVIDIA GeForce RTX 5090
tensor_core_tf32,tensor_core_tf32_gemmex,4096,3,3,128,3,1,1366,1366,3,6,1.201963,0.004529,1.196320,10730.356439,192.187546,0.365712,0.827312,0.000000,-277.115336,explicit im2col plus cublasGemmEx FAST_TF32,NVIDIA GeForce RTX 5090
